id_posto,nome,latitude,longitude,endereco,cidade,estado,tipo_conector,potencia_kw,rede,preco_recarga,status_operacional,is_publico,fonte_dados
gplaces_ChIJDWUMAkPxXpMR5hAZKHTgVBA,Estação de recarga da Tupi,-16.688091399999998,-49.2664246,"R. 9, 1053",Goiânia,GO,Não Informado,Não Informada,Independente,Não Informado,Ativo,True,Google Places
gplaces_ChIJReKnCgDxXpMREDaVgvm9E8o,Estação de recarga de veículos elétricos,-16.7184258,-49.266933099999996,Av. T-4,Goiânia,GO,Não Informado,Não Informada,Independente,Não Informado,Ativo,True,Google Places
gplaces_ChIJORUJV9XzXpMRl-2jvdopPBc,Estação de recarga da Cia Charge,-16.671027,-49.244129,"Av. Anhanguera, 3559",Goiânia,GO,Não Informado,Não Informada,Independente,Não Informado,Ativo,True,Google Places
gplaces_ChIJuZyil2TzXpMR2He1TYI1_o0,Estação de recarga da In Load,-16.628535,-49.273048499999994,"Av. Perimetral Norte, 8879",Goiânia,GO,Não Informado,Não Informada,Independente,Não Informado,Ativo,True,Google Places
gplaces_ChIJO7M0yrbwXpMRZ2hcSLK6BMM,Estação de recarga de veículos elétricos,-16.7412717,-49.2776196,"Av. Rio Verde, Qd 102/104",Goiânia,GO,Não Informado,Não Informada,Independente,Não Informado,Ativo,True,Google Places
gplaces_ChIJ8R6QhqzxXpMROUpgsJUEkdk,Estação de recarga da BYD,-16.7059648,-49.238099299999995,"Av. Dep. Jamel Cecílio, 3123",Goiânia,GO,Não Informado,Não Informada,BYD,Não Informado,Ativo,True,Google Places
gplaces_ChIJ8xPZIgAbFgcRXzY7G4aOOYY,Estação de recarga de veículos elétricos,-12.9770574,-38.4616949,"Caminho das Árvores, Salvador",Salvador,BA,Não Informado,Não Informada,Independente,Não Informado,Ativo,True,Google Places
gplaces_ChIJHYsbowQbFgcRz9SBibRkJmI,Estação de recarga da BYD,-12.979220199999999,-38.4523169,"Av. Tancredo Neves, 1801",Salvador,BA,Não Informado,Não Informada,BYD,Não Informado,Ativo,True,Google Places
gplaces_ChIJDYtwVwAbFgcRnmAmgt2p7oE,Estação de recarga de veículos elétricos,-12.939757100000001,-38.4316708,"Av. Ulysses Guimarães, 4550",Salvador,BA,Não Informado,Não Informada,Independente,Não Informado,Ativo,True,Google Places
gplaces_ChIJ02dg7zwbFgcRscGvqRAJbKk,Estação de recarga da BYD,-12.982448699999999,-38.4672572,"Av. Antonio Carlos Magalhães, 3847, Loja 02, Brotas, Salvador, CEP",Salvador,BA,Não Informado,Não Informada,BYD,Não Informado,Ativo,True,Google Places
gplaces_ChIJn8sbTgAXFgcR-jG65PDpnGI,Estação de carregamento de veículos elétricos,-12.9390191,-38.3870468,"Piatã, Salvador",Salvador,BA,Não Informado,Não Informada,Independente,Não Informado,Ativo,True,Google Places
gplaces_ChIJYU08ERkbFgcRCgFdDhfpIU8,Estação de recarga da Volvo Cars,-12.978859799999999,-38.4604585,"Av. Tancredo Neves, 620, Caminho das Árvores, Salvador, BA, Cep:",Salvador,BA,Não Informado,Não Informada,Volvo,Não Informado,Ativo,True,Google Places
gplaces_ChIJy1aLtpEEFgcRfdrMgJgbOo4,Estação de recarga da BR Super Carga,-12.988843399999999,-38.5150265,"Av. Vale dos Barris, 125",Salvador,BA,Não Informado,Não Informada,Petrobras,Não Informado,Ativo,True,Google Places
gplaces_ChIJk897zYcEFgcRhdSk5mKoSi4,Estação de recarga da EZvolt,-12.9905516,-38.5245446,"Av. Sete de Setembro, 1883",Salvador,BA,Não Informado,Não Informada,Independente,Não Informado,Ativo,True,Google Places
gplaces_ChIJ_aYUAE4XFgcRZ8bThLHrpQY,Estação de recarga da Volvo,-12.936165299999999,-38.3955941,Estacionamento,Salvador,BA,Não Informado,Não Informada,Volvo,Não Informado,Ativo,True,Google Places
gplaces_ChIJvVs3f2AbFgcR03Eo6ldwal8,Estação de recarga da Movida,-13.0079049,-38.46386400000001,"Av. Manoel Dias da Silva, 1375",Salvador,BA,Não Informado,Não Informada,Independente,Não Informado,Ativo,True,Google Places
gplaces_ChIJyx3MwIAEFgcROGB2DwW6yT8,Estação de recarga da Hiperideal,-12.9956943,-38.5257043,"Av. Reitor Miguel Calmon, 1977",Salvador,BA,Não Informado,Não Informada,Independente,Não Informado,Ativo,True,Google Places
gplaces_ChIJI4TCkBwbFgcRq6sXbKZdSIU,Estação de recarga da Salvador Shopping,-12.9775294,-38.455169999999995,"Caminho das Árvores, Salvador",Salvador,BA,Não Informado,Não Informada,Independente,Não Informado,Ativo,True,Google Places
gplaces_ChIJh9AvkakXFgcR7ORe5sPm2OA,Estação de recarga da Volvo Car,-12.919956299999999,-38.3569463,"Av. Luís Viana, 13091, São Cristóvão, Salvador, BA, Cep:",Salvador,BA,Não Informado,Não Informada,Volvo,Não Informado,Ativo,True,Google Places
gplaces_ChIJaRQUKgAbFgcRMb-vh7pcGQk,Estação de recarga da Tupi,-12.9644547,-38.4435511,"R. Silveira Martins, 78",Salvador,BA,Não Informado,Não Informada,Independente,Não Informado,Ativo,True,Google Places
gplaces_ChIJTwufoYAEFgcRCsBjjIT6az8,Estação de recarga da Hiperideal Vitória,-12.995346999999999,-38.526779,"Av. Sete de Setembro, 304",Salvador,BA,Não Informado,Não Informada,Independente,Não Informado,Ativo,True,Google Places
gplaces_ChIJYXSJnx4bFgcR6fJUbeQ1ypM,Estação de recarga da Chargeon,-12.976395,-38.458812,"Av. Tancredo Neves, 3413",Salvador,BA,Não Informado,Não Informada,ChargeOn,Não Informado,Ativo,True,Google Places
gplaces_ChIJRak_Sg4bFgcRb-nFy3oR6T0,Estação de recarga da Volvo Cars,-12.986046799999999,-38.4520968,"Av. Prof. Magalhães Neto, 1681, Pituba, Salvador, BA, Cep:",Salvador,BA,Não Informado,Não Informada,Volvo,Não Informado,Ativo,True,Google Places
gplaces_ChIJk0kXjdcaFgcR9ck4Vh8zXTM,Estação de recarga da Leroy Merlin - Horto Bela Vista,-12.9687404,-38.4750173,"Alameda Euvaldo Luz, 92",Salvador,BA,Não Informado,Não Informada,Independente,Não Informado,Ativo,True,Google Places
gplaces_ChIJbXdt8E8YqwcRxSNNZYqfixQ,Estação de recarga da BYD,-8.0270644,-34.896113,"Av. Prof. José dos Anjos, 1775",Recife,PE,Não Informado,Não Informada,BYD,Não Informado,Ativo,True,Google Places
gplaces_ChIJnfioYNsYqwcRWBL28OUMpMo,Estação de recarga da Tupi,-8.0601886,-34.8969094,"R. das Fronteiras, 175",Recife,PE,Não Informado,Não Informada,Independente,Não Informado,Ativo,True,Google Places
gplaces_ChIJKzzciFkZqwcR96eNpQ75jGo,Estação de carregamento para veículos elétricos,-8.0552527,-34.8874766,"R. do Príncipe, 526",Recife,PE,Não Informado,Não Informada,Independente,Não Informado,Ativo,True,Google Places
gplaces_ChIJY8n2VKXhqgcRn8cfyANL8ig,Estação de recarga da Tupi,-8.1735913,-34.9178117,"Av. Ayrton Senna da Silva, N:146",Jaboatão dos Guararapes,PE,Não Informado,Não Informada,Independente,Não Informado,Ativo,True,Google Places
gplaces_ChIJqQKtp-kYqwcRB68d8pr6U-Y,Estação de recarga da Tupi,-8.053619200000002,-34.891931899999996,"R. João Fernandes Viêira, 331",Recife,PE,Não Informado,Não Informada,Independente,Não Informado,Ativo,True,Google Places
gplaces_ChIJKx2--fYYqwcRH82T7StO0gs,Estação de recarga da Movida,-8.039871999999999,-34.8920329,"Av. João de Barros, 1694",Recife,PE,Não Informado,Não Informada,Independente,Não Informado,Ativo,True,Google Places
gplaces_ChIJc0eopyAZqwcRg8t4MpLx098,Estação de recarga da BR Super Carga,-8.0582646,-34.9066875,"R. Benfica, 845",Recife,PE,Não Informado,Não Informada,Petrobras,Não Informado,Ativo,True,Google Places
gplaces_ChIJ3c5qvt8eqwcRGo1xJTMuD6U,Estação de recarga da KGMlan - Imbiribeira,-8.0898132,-34.9080179,"Av. Mal. Mascarenhas de Morais, 841",Recife,PE,Não Informado,Não Informada,Independente,Não Informado,Ativo,True,Google Places
gplaces_ChIJZ8twQ8nhqgcREAqVDnXX4BY,Estação de recarga da EZVolt,-8.160974999999999,-34.912906,"Av. Bernardo Vieira de Melo, 209",Jaboatão dos Guararapes,PE,Não Informado,Não Informada,Independente,Não Informado,Ativo,True,Google Places
gplaces_ChIJzzoQG_weqwcR5g_ARfKh3Jw,Estação de recarga da Tupi,-8.1043498,-34.9112504,"Av. Mal. Mascarenhas de Morais, 2314",Recife,PE,Não Informado,Não Informada,Independente,Não Informado,Ativo,True,Google Places
gplaces_ChIJW9sklsgYqwcRFN5zOGGtcpU,Estação de recarga da Greenpark - Coelhos,-8.0661233,-34.888585,"R. Dr. José Mariano, 741",Recife,PE,Não Informado,Não Informada,Independente,Não Informado,Ativo,True,Google Places
gplaces_ChIJwSgLIPkYqwcRGIg5g59xSMU,Estação de recarga da Volvo,-8.0388824,-34.8997404,"Av. Conselheiro Rosa e Silva, 1460, Aflitos, Recife, PE, Cep:",Recife,PE,Não Informado,Não Informada,Volvo,Não Informado,Ativo,True,Google Places
gplaces_ChIJY9cQTwAXqwcR44lwgkSZQHE,Estação de recarga da WEMOB,-7.9377497,-34.878228299999996,"R. do Nobre, 2",Paulista,PE,Não Informado,Não Informada,Independente,Não Informado,Ativo,True,Google Places
gplaces_ChIJC8zESTkZqwcR4tFuiVHnqXY,iPLUGUI - Estação de Recarga de Veículos Elétricos,-8.0440836,-34.890301,"Av. João de Barros, 1187",Recife,PE,Não Informado,Não Informada,Independente,Não Informado,Ativo,True,Google Places
gplaces_ChIJ6ZAbOE8YqwcR1b0A23Ia2ho,Estação de recarga da Tupi,-8.0236058,-34.8965856,"R. São Bento, 340",Recife,PE,Não Informado,Não Informada,Independente,Não Informado,Ativo,True,Google Places
gplaces_ChIJaaWyVAwfqwcRdkM5Ndv8dqw,Estação de recarga da New Mobility,-8.104761,-34.887504199999995,"R. Artur Muniz, S/N",Recife,PE,Não Informado,Não Informada,Independente,Não Informado,Ativo,True,Google Places
gplaces_ChIJ7xzolSkDqwcR8yGLTCtBcpI,Estação de recarga da Zon Charge,-8.094969299999999,-35.0454807,"BR-232, KM 22",Jaboatão dos Guararapes,PE,Não Informado,Não Informada,Independente,Não Informado,Ativo,True,Google Places
gplaces_ChIJ18p-4hQ9qwcR-3NMFiUPggM,Estação de recarga da Zon Charge,-7.984734800000001,-34.8384649,"Av. Carlos de Lima Cavalcante, 2350",Olinda,PE,Não Informado,Não Informada,Independente,Não Informado,Ativo,True,Google Places
gplaces_ChIJt_gy_NYeqwcRp-RJ23PJZx0,Estação de recarga da Tupi,-8.0795852,-34.909715,"R. Santos Araújo, 107",Recife,PE,Não Informado,Não Informada,Independente,Não Informado,Ativo,True,Google Places
gplaces_ChIJhSPTKgBJxwcRsj_ULJIs6Ms,Estação de recarga de veículos elétricos,-3.7416259,-38.5091453,"Av. Barão de Studart, 2090",Fortaleza,CE,Não Informado,Não Informada,Independente,Não Informado,Ativo,True,Google Places
gplaces_ChIJGTS0LktJxwcRb5ZbK5tbJQM,Estação de carregamento de veículos elétricos,-3.749548,-38.5214074,"Av. Visconde do Rio Branco, 3248",Fortaleza,CE,Não Informado,Não Informada,Independente,Não Informado,Ativo,True,Google Places
gplaces_ChIJE7jskG9IxwcR0BEhWubQPFE,Estação de recarga da Tupi,-3.7270545999999993,-38.4973902,"Av. da Abolição, 2432",Fortaleza,CE,Não Informado,Não Informada,Independente,Não Informado,Ativo,True,Google Places
gplaces_ChIJNa8vFQBJxwcRaFmiL4z1cRY,Estação de recarga de veículos elétricos,-3.7356631,-38.5610168,Shopping Bosque Open Mall,Fortaleza,CE,Não Informado,Não Informada,Independente,Não Informado,Ativo,True,Google Places
gplaces_ChIJq0xENQtJxwcRqYszeMaPPr4,Estação de recarga de veículos elétricos,-3.7349010999999996,-38.496808099999996,"R. Barbosa de Freitas, 1035",Fortaleza,CE,Não Informado,Não Informada,Independente,Não Informado,Ativo,True,Google Places
gplaces_ChIJhb0C79NOxwcRKbjwBqVfRpw,Estação de recarga da Planeta Charge,-3.7699494,-38.5331337,"R. Livreiro Gualter, 123",Fortaleza,CE,Não Informado,Não Informada,Planeta Charge,Não Informado,Ativo,True,Google Places
gplaces_ChIJUYZ0XjFGxwcRUPcefgXkgiY,Estação de recarga da BR Super Carga,-3.7416859999999996,-38.471028499999996,"R. Des. Lauro Nogueira, 1500",Fortaleza,CE,Não Informado,Não Informada,Petrobras,Não Informado,Ativo,True,Google Places
gplaces_ChIJCQXUIQBJxwcREbd7X6gEIVg,Estação de recarga de veículos elétricos,-3.7519853999999997,-38.5084551,"Av. Pontes Vieira, 1465",Fortaleza,CE,Não Informado,Não Informada,Independente,Não Informado,Ativo,True,Google Places
gplaces_ChIJbznnMDhHxwcR8EKaGuNYiMg,Estação de carregamento para veículos elétricos,-3.7482241999999997,-38.4532543,"Av. Santos Dumont, 8011",Fortaleza,CE,Não Informado,Não Informada,Independente,Não Informado,Ativo,True,Google Places
gplaces_ChIJjzVPYKpJxwcRMhA9WnJDhbI,Estação de recarga da Commercial Brazil,-3.7332679,-38.52976040000001,"R. Major Facundo, 1182",Fortaleza,CE,Não Informado,Não Informada,Independente,Não Informado,Ativo,True,Google Places
gplaces_ChIJy9knea9IxwcRjeXLEyDUYtE,Estação de recarga da New House GMW - Fortaleza,-3.7607523999999994,-38.4926992,"Av. Rogaciano Leite, 323",Fortaleza,CE,Não Informado,Não Informada,Independente,Não Informado,Ativo,True,Google Places
gplaces_ChIJgwLRsBxMxwcR5CDvD7zwrzE,Estação de recarga da Voltz,-3.7729397999999996,-38.5733378,"R. Aluísio Azevedo, 86",Fortaleza,CE,Não Informado,Não Informada,Independente,Não Informado,Ativo,True,Google Places
gplaces_ChIJKUW4e2ZOxwcRdSVg3jkvS6o,Estação de recarga da Zon Charge,-3.8044435,-38.552873399999996,"Av. Bernardo Manuel, 9977",Fortaleza,CE,Não Informado,Não Informada,Independente,Não Informado,Ativo,True,Google Places
gplaces_ChIJJ9EcLwBJxwcRmmq7G1pyMCk,Estação de recarga de veículos elétricos,-3.7305118,-38.5145604,"R. João Cordeiro, 1139",Fortaleza,CE,Não Informado,Não Informada,Independente,Não Informado,Ativo,True,Google Places
gplaces_ChIJq-8-nrJJxwcRX7gszwsIObk,Estação de recarga da Ion Mobilidade,-3.7260702,-38.5285765,"R. Barão do Rio Branco, 872",Fortaleza,CE,Não Informado,Não Informada,Independente,Não Informado,Ativo,True,Google Places
gplaces_ChIJSYMEfQBJxwcRwOMqy983rn4,Estação de recarga de veículos elétricos,-3.7568309,-38.4875245,"Av. Washington Soares, 85",Fortaleza,CE,Não Informado,Não Informada,Independente,Não Informado,Ativo,True,Google Places
gplaces_ChIJawq-cXFFxwcRTtv-ameZa1Y,Estação de recarga da BR Super Carga,-3.808032,-38.4701205,"Av. Maestro Lisboa, 1034-1140",Fortaleza,CE,Não Informado,Não Informada,Petrobras,Não Informado,Ativo,True,Google Places
gplaces_ChIJ3-ljd5BIxwcRVG54kUQkZck,Estação de recarga da Voltz,-3.7455838999999997,-38.4957267,"Av. Senador Virgílio Távora, 2201",Fortaleza,CE,Não Informado,Não Informada,Independente,Não Informado,Ativo,True,Google Places
